"bs, engineering",3
bachelor of information technology,3
bachelor’s degree,3
bc,3
bdes,3
economist,3
mlis,3
professor,3
bsc honors,3
bgs,3
information technology,3
bs hons,3
fda,3
bs econ,3
mba/ma,3
masters certificate,3
masc,3
bs & ms,3
summer program,3
mdes,3
pgce,3
bs electrical engineering,3
bs computer engineering,3
bs in computer science,3
master in engineering,3
bis,3
no degree,3
bachelor of science in economics,3
ma hons,3
msse,3
associates of applied science,3
llb (hons),3
system engineer,3
associate of arts,3
bachelor of architecture,3
liberal arts,3
national diploma,3
bsc(it),3
technical,3
bachelor of arts with honors,2
finalist,2
ca,2
associate of applied science,2
honours bachelors,2
bsc (honours),2
liciur,2
ba honors,2
md and phd,2
master of architecture,2
master of business administration (mba),2
none,2
associates of arts,2
masters of education,2
bachelor of fine art,2
mba with honors,2
b commerce,2
information systems,2
bsc hon,2
post-grad,2
barch,2
d phil,2
communications,2
master in business engineering,2
bachlors of arts,2
b,2
"b,sc",2
bee,2
magister artium (ma),2
master of fine arts,2
bsbm,2
ba marketing,2
scm,2
e-mba,2
bachelor of science (bs): technology degree,2
msc in computer science,2
mech eng,2
bachelors degree in communication,2
1,2
bed,2
bcommerce,2
ba business,2
mechatronics,2
university of san diego,2
bai,2
ma (incomplete),2
bachelors business administration,2
ba joint honours,2
drop out,2
phd (unfinished),2
bts,2
mcp,2
bseet,2
ms computer science,2
licenciatura,2
board certification,2
n/a,2
master's and bachelor's degrees,2
o level,2
ba journalism,2
privat diploma,2
bachelor of education,2
sopa,2
exchange (master),2
computer information systems,2
college diploma,2
master of public administration (mpa),2
ba hons 2:1,2
hsc,2
master 2,2
john s knight fellowship for journalists,2
pgp,2
2:1,2
bsm,2
mb bs,2
ab cum laude,2
six sigma black belt,2
german diploma,2
bachelor's science,2
postgraduate studies,2
honors ba,2
master in science,2
engineer degree,2
ba computer science,2
rn,2
bachalor of engineering,2
msc and phd,2
"ba, magna cum laude",2
fulbright scholar,2
"bsc, msc",2
bachelor's of fine arts,2
ceas,2
msce,2
march i,2
professional certificate,2
ba and ma,2
1st class,2
master of science (msc),2
bacherlors,2
sep,2
mphys,2
msme,2
batchelor of engineering,2
electronic engineer,2
bachelor of science (bsc),2
bachelors in commerce,2
msfs,2
od,2
masters in engineering,2
ms in engineering,2
bs computer science,2
mas,2
cfa,2
scholarship,2
s1,2
bachelor of media arts,2
master of computer engineering,2
becops,2
masters (msc),2
masters in science,2
bs and phd,2
postdoc,2
mba stg,2
bachelors of science in business,2
stanford certified project manager,2
ms and phd,2
mag (fh),2
post-graduated,2
mea,2
ccna,2
bachlelors,2
bachelor of management studies,2
msc finance,2
non degree,2
"bachelor, arts",2
mat,2
international mba,2
mia,2
dac - diploma in advanced computing,2
degrees,2
mmath,2
doctor of medicine,2
bachlors,2
bsn,2
information science,2
cont,2
batchelor,2
bachelor in engineering,2
additional,2
bachelor in science,2
intermediate,2
masters in business,2
nvq level 2 & 3 plus keyskills,2
bsc (econ),2
bach of science,2
bachleor of science,2
msc enviromental studies,2
bah,2
bachelor of science in computer science,2
phd and ms,2
phd (abd),2
dual bs,2
hnc,2
emb - post-grad,2
na,2
pgdbm,2
technical institute degree,2
"ba, honors",2
ingeniero civil,2
bs in engineering,2
mtm,2
bs marketing,2
medical doctor,2
"ms, bs",2
bachelor's in business administration,2
bachelors in business administration,2
acma,2
btech (hons),2
under grad,2
ug,2
bba (hons),2
master's degree in science,2
mims,2
bs and an mba,2
dropout,2
ma in business administration,2
bss,2
professional certification,2
ap,2
bachelor of arts and sciences,2
ba and certificate,2
dipl ing,2
bachelor (hons),2
advanced management program,2
juris doctor (jd),2
1st class honours,2
political science,2
entrepreneurial masters program,2
honours bachelor of science,2
bengg,2
bsc engineering,2
1st bsc (hons),2
fellowship,2
dipl-ing (msc),2
master rer soc oec,2
"ma, phd",2
"ba, ba",2
di (fh),2
b of a,2
honorary degree,2
masters in finance,2
undergraduate degree,2
scd,2
phd (candidate),2
bs in commerce,2
pgdba,2
applied science,2
bs with honors,2
b com,2
2yr certification,2
be (hons),2
bachelor of science in design,2
aos,2
bachelors of fine arts,2
b business,2
ba in economics,2
bachelor in business administration,2
batchelor of science,2
jba,2
honorary doctor of fine arts,2
b com (exchange student),2
research master,1
international business and marketing,1
international politics,1
msc(cs),1
postgraduate program,1
bachelor of science with honours,1
"bs, magna cum laude",1
bbus,1
management of innovation and business development,1
hon doc,1
sb eecs,1
studsocsc,1
acca,1
dipling,1
bsie,1
advanced masters degree in computer science,1
bsc it,1
master engineering,1
1st class hons,1
european exchange program,1
series 7 & 63,1
business management,1
bachelor of science in business and economics with a major in business administration,1
foundation degree,1
bach marketing,1
"hbba, business/finance",1
bs mechanical engineering,1
mim,1
"ba (magna cum laude, phi beta kappa)",1
graduate fall 2010,1
ma marketing communications,1
ba (honors and phi beta kappa),1
bachelors science,1
natural health counsellor,1
bict,1
1st,1
btect,1
culinary arts degree,1
bachlor's of science,1
executive training programme korea,1
ba mba,1
graduate business,1
master computer science,1
fdsafasd,1
msc candit,1
bcis,1
postdoctoral fellowship,1
business administration with specialization in finance,1
musb(hons),1
mba in management,1
bachelor of science in electrical engineering,1
msc  computer science,1
master of science degree,1
b engineering,1
bachelor of science (honors),1
msc(hons),1
btech(it),1
licenciatura (5 year undergraduate degree),1
graphic designer,1
incomplete - 35 years toward bs,1
mfc,1
mteach,1
ms ed,1
nlp trainer certification,1
executive certificiate,1
focus,1
fracgp,1
school of engineering,1
"meng, ma",1
dipl-inf univ,1
"ba, be, and mba",1
bs in business,1
mba(it),1
"bachelor of arts, applied sciences",1
mpharm,1
scineces,1
collã¨ge,1
business analyst (ba),1
bachelor of business administration and accounting,1
diplã´me d'ingã©nieur,1
bachelors of public policy,1
bsc international business administration,1
faicd,1
master grande ecole,1
360,1
sm (masters),1
"b a, p g diploma in journalism",1
bachelors (1st),1
maestria,1
hotel management,1
bachelors (bsc),1
specialization/residence,1
bachelor of business studies,1
mhs,1
bsme/bsee,1
fda design practice,1
"bachelors, honours",1
"postgraduate diploma in law, english law",1
technology,1
diplomate,1
"bachelor of arts, bachelor of science",1
bachelors (hons),1
bachelor of engineering with honours,1
a bachelorâ´s degree,1
"bsc,",1
unknown,1
master of science degrees,1
exchange student,1
maitrise,1
"bcs, bachelor of computer science",1
highschool,1
industrial designer and conceptor master degree,1
business economy,1
"bs, bah",1
dr rer nat,1
dual bachelor of fine arts,1
masters degree in finance and taxation,1
microelectronic engineering,1
ma in law and diplomacy,1
membaca & menulis,1
bachelor of science in financial management,1
bit,1
qwe,1
jd mba,1
bachelors in engineering (be),1
certifications (level 1-3),1
"bachelor of science, communications",1
on leave,1
b scwith honors,1
science master mech engineering,1
b - level,1
phd (not completed),1
bachelor of applied information technology,1
bsc 1st class honours,1
master of cs/ce,1
pgdma,1
bac +5,1
dr rer med,1
bachelor of management,1
regents diploma,1
llb & ba,1
university of notre dame,1
hdybnrisjbceeqsltrl,1
"bs, masters",1
ba humanities,1
met,1
propedeuse,1
doctor of philosophy,1
diploma in hotel management,1
bs in ba,1
mba (mag),1
pdgm,1
"ms, engineer of electronic technology",1
"master, msc",1
masterâ€™s and doctorate degrees,1
computer sciences,1
bachelor of sience,1
media,1
bcert,1
mba in design strategy,1
master in economics,1
ggraduated,1
emergency medicine,1
"master, engineering",1
master of laws,1
post graduate study,1
masters in health administration,1
bachelors of architecture degree,1
"bs, ma",1
mba certificate,1
m sc in computer science,1
advanced graphic design diploma,1
bs econimics,1
bachelor in electrical engineering and computer science,1
ms by research,1
dual bsci: mech eng + comp sci,1
diplom/ms,1
"ba, english",1
"ba, with honors",1
ms and bs,1
ms (with honours),1
bs and an ms,1
certificat de formation continue,1
bsba pending,1
msia/mba,1
mba - international management,1
cum laude; distinction in major field of study; pi sigma alpha (political science honors society),1
specialist in law,1
chartered accountancy,1
master of science in management (msc),1
be (graduation),1
ms of management,1
bachelor of economics,1
bsc 2:1,1
bachelor of accounting,1
public relations,1
bachelors in business & it,1
bachelors of scienc,1
int management,1
imba,1
bachelor (honours),1
master of econ,1
university of netanya academic israel,1
ingeniero superior,1
graduate & post graduate,1
"ba, psychology & marketing",1
ba with research distinction,1
manager of economy,1
bid,1
bsc business administration and economics,1
licensee,1
phd in physics,1
mscit,1
honours llb,1
"bs, meng, phd",1
faa license,1
"ba, cum laude",1
"master of business administration,  mba",1
bachelor's desgree,1
bsc product design and technology,1
master of computer science,1
executive program for growing companies,1
master of studio arts,1
b of fine arts,1
cemap,1
proffessional diploma,1
mba and a cfa,1
computer security and mechanisms,1
bs (1992-1995),1
esl course,1
master of arts [ma],1
"interactive, graphic and 3d design",1
specialized master degree,1
msc (economics),1
ba/ba,1
sports journalism,1
european engineer / european master’s degree in engineering summa cum laude,1
bachelor of science in information technology,1
college degree,1
bs (inc),1
be in computers,1
msc (tech),1
"dual bs, ba",1
mna/mba,1
ms (mtech),1
hbba,1
informatics,1
2008,1
international relations,1
same as above,1
film,1
first class,1
"bs, magna cum laude magnum cum laude",1
master in public policy,1
high-school degree,1
exec mba,1
idl,1
5 year college degree (bsc),1
ko,1
master's degree and doctorate,1
mba entrepreneurship,1
mit,1
m tech,1
pharmacy,1
advanced degree,1
cgd,1
black belt,1
diploma in collegial studies,1
biochemistry,1
master of public policy,1
google adwords certified indiviual,1
secondary education,1
ingineering,1
"msc, (econ)",1
associated degree,1
btech systems development,1
bsc mathematics,1
doctor of dental medicine,1
mba/mscib,1
high school degree,1
graduate study,1
6th year professional,1
diplom-journalist,1
"bs, bs, ba",1
information resource management,1
bsc bus/admin,1
master of science (expected),1
msc masters,1
bsci bmed bsurg,1
ordained priest,1
ma and phd,1
bachelor (transferred),1
elève,1
be/bs (engineering),1
master of science management,1
diploma (master),1
ba international relations,1
mag(fh),1
bba financial resource mgmt,1
bachelor of social sciences,1
ms phil,1
ba (hons) cantab,1
journalism,1
"juris doctor, cum laude",1
business administration/minor sales,1
cao designer and conceptor degree,1
"jd, cum laude",1
md/phd,1
specialized master,1
master in e-business,1
msc cum laude,1
mpa/id,1
abd,1
graduate diploma in human resource development,1
msc (distinction),1
bse / bs,1
"ba, llb",1
hon ba,1
music business,1
bachelor of medicine and surgery [mb chb],1
bsch,1
bssp,1
bsba - cum laude,1
"second class honours, upper division (2i)",1
bsc in view,1
bachelor of arts in mass communications,1
bachelor in arts,1
ba international relations (global business),1
pdip,1
barts,1
master of law uzh,1
bs - business management,1
master degree of accounting,1
sachelors,1
master's in international management,1
corporate finance,1
ba / ma,1
banchelor,1
"business, marketing",1
decoration,1
ba/minor,1
state bar exam,1
pdd,1
22,1
scpm,1
bs:business administration,1
"bsee, with honors",1
san diego state university,1
dipl kfm (fh) / bcomm,1
mba and bs,1
bcomp-bsc,1
zell program,1
bsc ec,1
bs & honors thesis in ethics in society,1
bs & ma,1
minor biomedical engineering,1
"law, accounting",1
postgrade,1
usc,1
msc and dphil,1
mba/mbi,1
llb in law,1
"ma, c phil",1
ict system operator,1
ba with university honors,1
ma and mba,1
electrical engineering technology,1
mes,1
ba - high honors,1
bps,1
bechelor,1
"ba, summa cum laude with honors",1
first class honours degree,1
jd law,1
bank,1
post - graduation,1
bbusit,1
sigm,1
master of science in finance,1
mathematics; politial science,1
"bcom, dcm",1
dec,1
be and ms,1
bs (hon's),1
"ba honours, first class average",1
sb and meng,1
bsbu,1
google advertising professional,1
bmus 2:1 (perf),1
executive master,1
ma (ba) hons,1
bcmph,1
masters - currently completing,1
ba-journalism with honors,1
mcompsc,1
diploma in higher applied studies,1
baccalaurã©at,1
master of philosophy,1
honorary doctorate degree,1
"pd, engineering",1
master's degree in,1
msc (business),1
"jd, law",1
1 year diploma,1
"phd, smme",1
hsd,1
psyd,1
cost & management accountant,1
ma - business law,1
social science,1
bio-medical engineering,1
bachelor and masters degree,1
mid-career mpa,1
ba (dual major),1
interactive media,1
project management,1
executive diploma,1
mls,1
master business administration,1
mlitt,1
mscba,1
btech computer engineering,1
doctorate of science,1
ms in psychology,1
bms,1
bbussci,1
diploma in accounting,1
ingã©nieur,1
masters in education,1
m sc (tech),1
bs healthcare administration,1
bs with college honors,1
computer engineering (hardware & software),1
master's in science (ms),1
datamatiker,1
ms in electrical engineering,1
ba (honors) degree and a master of business administration,1
bachelor of commerce degree,1
ba (incomplete),1
"sports humanities, business and law",1
(baj) bachelor's of art in journalism,1
core curriculum,1
executive eduction,1
corporate finance management,1
ma in management (financial analysis),1
bs in accounting & bs in mis,1
exec ed,1
voc sch,1
gce,1
coursework,1
electrical and informatic,1
professional designation in marketing,1
mba (marketing),1
business administration in hotel management,1
undergraduate in businiess,1
erasmus scholarship,1
postgraduate diploma with commendation,1
electrical and computer engineering,1
web markeitng analyst,1
ma (1st class),1
grade,1
2004,1
international marketing & corporate communications,1
b sc hons,1
mms - marketing,1
specialized graduate diploma (dess),1
honours bachelor commerce,1
joint major,1
4,1
msph,1
college of social studies,1
diploma of general practitioner,1
boner,1
masters of management,1
bsc (2:1),1
combined ba/ma,1
ms in multimedia engineering,1
masters of sciance,1
summa cum laude highest honors,1
masters business administration,1
master (german diplom),1
bsee and a msee,1
macc,1
"ba, marketing & business law",1
"ma, and ba",1
barrister of law,1
master of commerce (first class honours),1
intermediate level,1
aeronautical engineering,1
university diploma,1
applied license,1
math/computer science,1
masters (2),1
ingeniero quã\xadmico,1
management development programme,1
bha,1
"phi beta kappa, ab",1
mscs,1
engd (pending),1
doctor of science,1
"mba, ma",1
ma (honours),1
marine engineering,1
bs business admin,1
graduate program,1
ba equivalent,1
"bachelor of arts in business accounting, economics - administration",1
me/bs,1
mcs it,1
bachelor (erasmus exchange),1
ba hon,1
msl,1
ma politics hons,1
cpa,1
masters degree (ma),1
jd/mpp,1
graduate school of business,1
scpd,1
bs and an macc,1
matriculation,1
preparation of serial entrepreneurs,1
bachelor of science - game art & design,1
post graduate certficate in information systems,1
bs in cs,1
bba honours,1
"bs degree, cum laude",1
honorary doctors in complex systems,1
jd - juris doctor,1
bs computer information systems,1
d eng (hc),1
(in progress),1
diplôme d'ingénieur,1
maitrise  gestion (mba),1
honors bachelor of science,1
fellowship of emergency medicine [facem],1
bachleor of arts,1
masters in project management,1
entrepreneurialship,1
mbchb (md),1
ingenieur diplome d'etat,1
executive course,1
bs-ee,1
post-graduate certificate,1
specialization course,1
ssc,1
mba - baker scholarship,1
bsee with honors,1
vietnam knowledge,1
gerencia de mercadeo,1
associate arts,1
seo,1
bachelor of science - applied mathematics,1
french business school,1
bsc and an msc,1
engineering (btech),1
additiona,1
bachlor of electrical and electronic engineering,1
ba political science and telecommunications,1
gqcevpjnounkbe,1
applied science (computer science)/ engineering (computer systems),1
executive ed,1
choate fellow,1
"mba, hr",1
international business development program,1
ba & abj,1
msctc,1
engener,1
mba (pursuing),1
bachelor of arts in applied sciences,1
masters of mgt,1
multimedia,1
master of finance,1
msba,1
masters of math,1
accp,1
masters of mechanical engineering,1
attorney,1
cfs,1
finance / marketing,1
bs & masters in administration,1
bachelor of science marketing,1
mba (exec),1
jmsb ba,1
bachelorâ€™s and masterâ€™s of science degrees,1
"ba business administration, marketing",1
masters (ms/msc),1
ordinary,1
s,1
"bba, finance, economics",1
bachelor of engineering and management,1
bba - bachelor of business administration,1
bs foreign service,1
engineering doctorate,1
mcm,1
physics doctorate,1
master of philosophy (opted to do phd),1
bachelors of liberal arts,1
industrial & mechanical engineering,1
"ba (summa cum laude, phi beta kappa)",1
core curriculum for ba/masters,1
bs mechanical engg,1
business science,1
bbba,1
master of advanced studies,1
baschelor's of science,1
ma cum laude,1
masters in commerce,1
journalism degree (broadcast journalism),1
master of aerospace engineering,1
international travel tourism and management,1
mald,1
dipl-informwirt,1
bs with high honors,1
bs in computer engineering,1
management development for entrepreneurs,1
technician,1
btech/bs/be,1
conscript second lt,1
analytics,1
master of science in management and economics,1
electrical engineering degree,1
associates in applied science,1
tbkha,1
ibba,1
mseee,1
bs & ba,1
continuing education,1
mba-fm,1
phd doctorate,1
license in cosmetology,1
hutchins program,1
ba(hons) first class,1
master's of business administration,1
international business management & technology,1
associates of art,1
diploma in information technology,1
"ba hons, french & economics",1
baba,1
"juris doctorate, law",1
bachelor of arts in business studies,1
"gdl, lpc",1
5 years degree,1
inter,1
diplomatura,1
ba advertising,1
ma mass communication & journalism,1
master of management science,1
bsph,1
communication design,1
bachelor of business science (business finance),1
bscbeco,1
diplom der informatik,1
bachelor's of fine arts degree,1
bib,1
cems masters,1
mechanical engineering with minor in industrial engineering,1
mastery (polish state certificate level c 2),1
ba and msee,1
cert iv in information technology,1
ms in computer science,1
doctor of chiropractic,1
geological,1
degree in commerce,1
mba - pending,1
board certified,1
bachelor in computing,1
jd (cum laude),1
"msc, mathematics (highest honors)",1
bachelors of science and engineering,1
msc it,1
massage therapy,1
bachelor degree with honors,1
bsed,1
geology,1
mmr,1
msc(it),1
b sc (hons),1
b engg,1
nlp practitioner certification,1
bacholar degree,1
ph,1
asdad,1
bsc - 1st class honours,1
sep business,1
bacheleor's degree,1
bs robert h smith school of business,1
doctoral,1
interdisciplinary studies,1
mb a,1
ba business administration,1
management in organizational leadership,1
broker/owner,1
masters (mba),1
bs international political economy,1
bachelor's of business administration,1
ma first class honours,1
ba with high honors,1
mha,1
professional studies,1
bachelors in science,1
clu,1
ba english/economics,1
degree in medicine,1
bscee,1
b e,1
doutorado,1
"graduate studies in financial planning,  certified financial planning course",1
master's degree in business administration,1
visiting,1
"be, magna cum laude",1
post graduate studies,1
ma>,1
bsc (honors),1
nlp master pracitioner certification,1
diploma equal to ba,1
"bachelor, bachelor of arts in creativity, innovation and business development",1
bachlor of science (2),1
cert iv design,1
1st bsc,1
ms in structural engineering and bs in civil engineering,1
bsc (dual hons),1
finance & management,1
"bs,",1
certificate of management of technology,1
current undergraduate,1
"real estate finance, investment, & development",1
"ma , c phil",1
"ba, business administration",1
acmi,1
mcsa,1
dgfdg,1
bachelor of commerce in accountancy,1
bachelor of science (bs),1
magister artium,1
training,1
professional postgraduate diploma,1
bba (cam),1
bachelor of pharmacy,1
perito industriale,1
"bachelors degree in computer science, mathematics and electronics",1
bachelor of science (honors) in computing with software engineering specialization,1
"bs, with honors",1
economics and law,1
master of business administration degree,1
post doctoral fellowship,1
teaching certification,1
bachelor of arts (ba),1
management & engineering,1
financial information system,1
"m sc, b sc",1
ba (hons) diploma,1
"bsc, engineering",1
post-doctoral,1
information management & technology,1
sie,1
community counseling,1
history,1
ba/ma with honors,1
bbm,1
"master,",1
graphic design,1
m s,1
bachelor (3y-licence),1
msca,1
mfa ( viscom ),1
ba- incomplete,1
msc computer science,1
hbsc,1
candcom,1
mba extension,1
21 ba honours,1
ba-business,1
ccu graduate,1
bachelors of enginneering,1
bachelor of science in education,1
account hons,1
executive m,1
a b summa cum laude,1
communication designer,1
double major,1
assdipapp science,1
"ba mathematics, bs molecular biology",1
ba>,1
"phd, masters",1
bs commerce,1
beng minor in business marketing,1
bachelor of science (computer science),1
ba / ba (hons),1
international trade specialist,1
"certificate, conflict resolution",1
rt (r) board certification,1
asscociates,1
certified rating analyst,1
ba in media production and management,1
med human performance,1
mpv accreditation,1
steven wyer [not updated],1
doctor of philosophy (phd),1
bs math,1
master mariner,1
"bs,ba",1
bachelor of entrepreneurship,1
master of sciences,1
sbe,1
ba (honors),1
phd licentiate,1
bs finance,1
certificate of citizenship,1
bes,1
llm taxation,1
bs electrical & computer engineering,1
btec hnd,1
bfa (painting),1
bs in eit,1
ba and part iii,1
mib,1
engineer (msc),1
masters in business admin (mba),1
ffa,1
"digital media designer for digital- and print media, specialized in media design",1
fulbright fellowship,1
certificate of journalism,1
study abroad,1
bachelor of laws,1
bs with honors and distinction,1
bs/ ba,1
cphd,1
bachelor of social science,1
phd in media and governance,1
master of science in information systems,1
foundation,1
"board certification, abem",1
mba - it,1
ducktorate,1
chemical engineering,1
corporate entrepreneurship certificate,1
ingeniería,1
exchange program,1
ing tec telecomunicaciones,1
honours basc,1
"msc  , computer science and telecommunication",1
gradaute,1
msc in economics & business administration,1
bsc in applied math,1
"mba, major in entrepreneurship",1
mass communications,1
ba ma,1
maj ingenieur (msc),1
ba (hons) in-company degree,1
batchelor of computer science,1
"ba, mba",1
beng honours,1
bsc in management (hons),1
bachelor of engineering - systems,1
regular (4 yr) be,1
jd and member of illinois state bar assn,1
financial technology,1
high school education,1
bach of international business,1
2:1 business,1
aerospace,1
master of mathematics,1
"jd, mba",1
ba equivilant,1
"independent studies - london, england",1
meng eecs,1
esp,1
bachelor of electrical and computer engineering,1
"associate in science degree, graphic design",1
hid,1
pmd,1
mj,1
visual communication design,1
mba and phd,1
bachelor of ars,1
diploma cum laude,1
computing engineering,1
mba in finance and marketing,1
bsc (hons) iii,1
sslc,1
senior executive program,1
dropped out after 2 years,1
ba social sciences,1
first class beng with honors,1
"european economics, european law",1
beng computer,1
honours ba,1
dsc,1
photography,1
broadcast journalism,1
"mba,",1
master program,1
aab,1
ba honours degree,1
bacs,1
master's in marketing,1
amp 11,1
business diploma,1
under water basket weaving,1
bfa graphic design,1
postrgraduate,1
bae,1
bcom accounting,1
grad dip,1
medicina y cirugã\xada,1
llb hons,1
honors (1st class),1
computing,1
engineering graduate,1
photographic consultant,1
johns hopkins university,1
msw,1
associate engineer,1
specialist in balanced score card,1
eningeers degree,1
gsp-10,1
bachelor in techology,1
berkeley columbia mba,1
"bse, bs",1
msed,1
bsc enggenering,1
licenciatura en economía,1
bs>,1
assoc,1
bls,1
graduation in information technology,1
linguistics,1
double ba+minor,1
sloan fellow,1
bachelors of business & entrepreneurialship,1
ba communications,1
french equivalent of msc,1
hndip,1
bss(honars),1
ma hsg,1
post graduate diploma in accounting,1
bscit,1
bachelor's of science degree,1
phd studies,1
bachelor of science in engineering (bse),1
b des,1
"ba, political science",1
postgraduate diploma (with distinction),1
bachelors degrees,1
bec,1
bs economcis,1
bachelor's of science in nursing,1
ba - phi beta kappa,1
dvm,1
bachelors of science degree,1
"board of directors, department of sports management",1
post graduation (more than ba less than phd),1
bachalors degree,1
leave of absence,1
"bachelor, distiction",1
(dropped out),1
ba eauivilant,1
bachelor of science / engineer,1
diplom informatik,1
miage,1
thermo energetic engineer,1
mms,1
university of south carolina,1
be/b-tech,1
ba (2:1),1
ba moderatorship,1
final year,1
2:1 ba(hons),1
postgrad research,1
m ed,1
1st class ba hons,1
residency,1
bba & ba,1
m,1
msc in innovation and business development,1
post graduate (master),1
bachellor,1
honors business administration,1
bs(hons),1
ms with honors,1
computer science degree,1
real estate marketing,1
bacehelor's,1
b tech (hons),1
academic degree,1
associate professor,1
integrative arts,1
bscit (hons),1
portfolio,1
"ba, bai",1
pursuing ba,1
art,1
certifcate,1
honorary doctorate of engineering,1
international law and international affairs,1
master of communication management,1
computer science ba,1
universitario,1
"phd in mathematics, phd (all but dissertation) in computer science",1
be computer engg,1
erasmus exchange program,1
bba and a mba,1
hons business admin,1
grad,1
marshall scholar,1
master of studies,1
ma (hons) first class,1
assoiates,1
french baccalaureat,1
"bs, journalism",1
vivastay reviews,1
master of science in electrical engineering,1
mchem,1
ba (comp sci) hons,1
political science & economics,1
exec program,1
diploma in ba,1
bachelors of mathematics,1
master (diploma),1
sciences,1
doctor,1
musical theatre,1
mgr,1
beng(hons),1
master's (mba),1
"mbbs, fracs(plastic)",1
master's (in progress),1
mech engineering,1
phd(abd),1
ms/bs,1
